,monto_original,saldo_capital,Cliente,ultima_gestion,cartera,tipo_cartera,descripcion_reaccion,tipo_trabajo,genero,ubicacion_electoral,salario_inferior,salario_superior,edad,Recuperable,year_ultimo_pago
92526,756.56,756.56,98555,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,LIMON,357.5,390.0,47,No,0
146354,3536.21,3536.21,154303,2020,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,3055.0,3087.5,69,No,0
48670,4522.52,4522.52,53656,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,FEM,SAN JOSE,260.0,292.5,58,No,2019
177479,271.88,271.88,188322,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,455.0,487.5,37,No,0
163976,450.38,450.38,173720,2021,CREDIX,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,422.5,455.0,46,No,0
122659,2392.05,2392.05,129558,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,585.0,617.5,26,No,0
223643,3099.43,3099.43,235942,2021,CITI,Propia,Contacto indirecto,PROPIO,MASC,ALAJUELA,390.0,422.5,59,No,0
197248,801.71,801.71,208714,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,FEM,PUNTARENAS,325.0,357.5,36,No,2017
5031,841.3,841.3,5675,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,195.0,227.5,32,No,0
167581,237.01,237.01,177761,2021,CUSCATLAN,Propia,Contacto sin Promesa,PRIVADO,MASC,GUANACASTE,130.0,162.5,53,No,0
129341,742.36,742.36,136636,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,325.0,357.5,34,No,0
108878,1360.69,1360.69,115100,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,325.0,357.5,34,No,0
99865,5082.14,5082.14,105998,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,325.0,357.5,39,No,0
178887,1450.2,1450.2,189787,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,422.5,455.0,26,No,0
192029,715.17,715.17,203365,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,PUNTARENAS,585.0,617.5,43,No,2008
2058,974.28,974.28,2318,2021,DAVIVIENDA,Propia,Contacto indirecto,PRIVADO,MASC,PUNTARENAS,390.0,422.5,29,No,0
139122,396.14,396.14,146890,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,162.5,195.0,38,No,2018
86741,617.37,617.37,92690,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,552.5,585.0,48,No,0
98794,1659.74,1659.74,104913,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,CARTAGO,325.0,357.5,35,No,0
144997,1080.62,1080.62,152918,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,PUNTARENAS,130.0,162.5,49,No,0
153754,250.44,250.44,161886,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,FEM,CARTAGO,487.5,520.0,40,No,0
90893,118.32,118.32,96906,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,357.5,390.0,44,No,0
56360,1893.28,1893.28,61604,2021,CITI,Propia,Contacto indirecto,PROPIO,MASC,SAN JOSE,292.5,325.0,53,No,0
116649,384.19,384.19,123114,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,975.0,1007.5,36,No,0
140395,2078.39,2078.39,148209,2021,CITI,Propia,Contacto sin Promesa,PUBLICO,FEM,ALAJUELA,1072.5,1105.0,41,No,2018
97272,1309.37,1309.37,103373,2020,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,LIMON,455.0,487.5,67,No,2018
202058,2094.81,2094.81,213600,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,195.0,227.5,62,No,0
193074,368.84,368.84,204441,2020,SERVIVALORES,Propia,Contacto indirecto,PROPIO,MASC,ALAJUELA,325.0,357.5,40,No,0
163775,851.87,851.87,173482,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,130.0,162.5,29,No,2016
225023,591.0,591.0,237443,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,195.0,227.5,31,No,2015
115838,433.81,433.81,122279,2020,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,227.5,260.0,65,No,0
58960,4730.68,4730.68,64308,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,130.0,162.5,32,No,0
74754,1523.92,1523.92,80487,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,GUANACASTE,292.5,325.0,48,No,0
92185,956.58,956.58,98210,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,195.0,227.5,54,No,0
149155,800.13,576.42,157159,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,ALAJUELA,260.0,292.5,41,No,2010
51194,742.81,742.81,56253,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,520.0,552.5,47,No,0
109429,2503.04,2503.04,115659,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,195.0,227.5,41,No,0
206160,606.06,606.06,217798,2020,CITI,Propia,Contacto indirecto,PROPIO,FEM,LIMON,130.0,162.5,57,No,0
176744,5459.75,5459.75,187553,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,780.0,812.5,45,No,0
176597,3808.98,3808.98,187402,2021,CITI,Propia,Contacto indirecto,PUBLICO,MASC,LIMON,1560.0,1592.5,56,No,2019
195555,552.34,552.34,206980,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,GUANACASTE,162.5,195.0,40,No,0
65490,1786.44,1786.44,71047,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,ALAJUELA,1527.5,1560.0,45,No,0
195720,504.27,504.27,207149,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,65.0,97.5,57,No,0
90321,1561.54,1561.54,96319,2021,SCOTIABANK,Propia,Contacto indirecto,PUBLICO,MASC,CARTAGO,390.0,422.5,43,No,0
157155,1398.74,1398.74,165625,2021,A-PROMERICA,Propia,Contacto indirecto,PUBLICO,MASC,ALAJUELA,422.5,455.0,35,No,0
203931,358.22,358.22,215511,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,PUNTARENAS,780.0,812.5,49,No,0
162369,4010.79,4010.79,171826,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,32.5,65.0,29,No,0
86159,2270.83,2270.83,92101,2020,CITI,Propia,Contacto indirecto,PROPIO,MASC,PUNTARENAS,390.0,422.5,45,No,0
219355,1532.03,1532.03,231469,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,422.5,455.0,46,No,0
150220,1593.01,1593.01,158240,2021,CITI,Propia,Contacto sin Promesa,PROPIO,FEM,ALAJUELA,195.0,227.5,50,No,0
30984,473.24,473.24,34624,2021,CITI,Propia,Contacto indirecto,PROPIO,MASC,SAN JOSE,130.0,162.5,76,No,0
56553,5300.47,5300.47,61809,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,455.0,487.5,52,No,0
198495,727.3,727.3,209982,2021,B-HSBC,Propia,Contacto indirecto,PRIVADO,MASC,LIMON,32.5,65.0,36,No,0
224185,18018.24,18018.24,236528,2021,A-PROMERICA,Propia,Contacto indirecto,PROPIO,MASC,PUNTARENAS,325.0,357.5,48,No,2019
195981,4846.71,4846.71,207422,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,FEM,GUANACASTE,227.5,260.0,40,No,0
71714,2552.01,2552.01,77375,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,552.5,585.0,54,No,0
7833,207.37,207.37,8848,2019,CITI,Propia,Contacto indirecto,PRIVADO,FEM,LIMON,195.0,227.5,45,No,0
221509,1074.12,1074.12,233722,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,MASC,SAN JOSE,780.0,812.5,48,No,0
183286,581.13,581.13,194330,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,487.5,520.0,36,No,0
130672,572.35,572.35,138035,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,650.0,682.5,58,No,0
215603,1299.39,1299.39,227576,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,227.5,260.0,37,No,0
74674,240.95,240.95,80402,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,227.5,260.0,44,No,0
204051,376.61,376.61,215634,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,422.5,455.0,40,No,0
172969,654.54,654.54,183559,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,357.5,390.0,39,No,0
43657,2865.65,2865.65,48414,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,747.5,780.0,49,No,0
109318,633.21,532.38,115546,2021,A-PROMERICA,Propia,Embargo aplicado,PUBLICO,FEM,SAN JOSE,357.5,390.0,54,No,2013
145517,1741.03,1741.03,153450,2021,SCOTIABANK,Propia,Contacto indirecto,PROPIO,MASC,CARTAGO,130.0,162.5,72,No,0
64990,870.07,870.07,70533,2021,CREDIX,Propia,Contacto sin Promesa,PUBLICO,FEM,SAN JOSE,260.0,292.5,41,No,0
172745,1519.07,1519.07,183310,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,260.0,292.5,62,No,2020
187287,563.64,563.64,198486,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,PUNTARENAS,520.0,552.5,38,No,0
104018,678.58,678.58,110195,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,487.5,520.0,38,No,0
60685,1249.56,1249.56,66112,2021,CREDIX,Propia,Contacto sin Promesa,PUBLICO,MASC,ALAJUELA,910.0,942.5,52,No,0
146319,1384.36,1384.36,154268,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,FEM,CARTAGO,97.5,130.0,27,No,0
90243,1504.22,1504.22,96241,2020,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,357.5,390.0,37,No,0
70591,2552.1,2552.1,76236,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,780.0,812.5,53,No,2017
112524,6428.98,6428.98,118832,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,195.0,227.5,29,No,0
168583,512.25,512.25,178833,2020,CITI,Propia,Contacto indirecto,PROPIO,MASC,PUNTARENAS,260.0,292.5,49,No,0
177348,5392.24,5392.24,188186,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,MASC,CARTAGO,1170.0,1202.5,58,No,0
77933,198.03,198.03,83753,2019,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,0.0,32.5,40,No,0
205466,548.5,548.5,217082,2020,CITI,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,227.5,260.0,46,No,0
48665,1032.95,1032.95,53649,2021,DAVIVIENDA,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,520.0,552.5,51,No,0
179221,364.04,364.04,190130,2020,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,130.0,162.5,57,No,0
192488,561.89,561.89,203837,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,GUANACASTE,422.5,455.0,57,No,0
26544,312.82,312.82,29512,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,422.5,455.0,51,No,0
86767,512.48,512.48,92716,2020,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,325.0,357.5,49,No,0
37412,4054.79,4054.79,41775,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,390.0,422.5,57,No,0
72044,1027.12,1027.12,77711,2021,DAVIVIENDA,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,195.0,227.5,44,No,0
102365,550.2,550.2,108528,2020,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,0.0,32.5,36,No,0
54567,3890.25,3890.25,59747,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,422.5,455.0,48,No,0
102852,843.95,843.95,109020,2021,SERVIVALORES,Propia,Contacto indirecto,PROPIO,MASC,HEREDIA,747.5,780.0,39,No,0
156954,1042.92,1042.92,165392,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,FEM,ALAJUELA,357.5,390.0,32,No,0
104033,360.04,360.04,110210,2021,SCOTIABANK,Propia,Contacto indirecto,PUBLICO,FEM,SAN JOSE,455.0,487.5,36,No,0
91076,2207.45,2207.45,97094,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,FEM,ALAJUELA,162.5,195.0,48,No,0
164882,389.5,389.5,174747,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,ALAJUELA,1300.0,1332.5,31,No,0
101397,869.19,869.19,107550,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,32.5,65.0,43,No,0
88889,1062.38,1062.38,94866,2021,CITI,Propia,Contacto indirecto,PROPIO,MASC,SAN JOSE,520.0,552.5,39,No,0
93617,211.26,211.26,99666,2021,SERVIVALORES,Propia,Contacto sin Promesa,PROPIO,MASC,ALAJUELA,162.5,195.0,44,No,0
52052,605.95,605.95,57136,2020,CITI,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,130.0,162.5,46,No,0
23167,1493.5,1493.5,25613,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,975.0,1007.5,32,No,0
73099,3680.9,3680.9,78799,2021,DAVIVIENDA,Propia,Contacto indirecto,PROPIO,MASC,GUANACASTE,357.5,390.0,46,No,0
199291,96.15,96.15,210796,2020,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,GUANACASTE,65.0,97.5,40,No,0
173198,3466.33,3466.33,183805,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,520.0,552.5,37,No,0
4409,140.19,140.19,4971,2021,CREDIX,Propia,Contacto indirecto,PRIVADO,MASC,GUANACASTE,0.0,32.5,50,No,0
177401,10993.05,10993.05,188244,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,FEM,HEREDIA,162.5,195.0,51,No,0
144779,1315.48,1315.48,152694,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,455.0,487.5,33,No,0
159375,730.72,730.72,168280,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,390.0,422.5,31,No,0
180748,14144.97,14144.97,191707,2021,DAVIVIENDA,Propia,Contacto indirecto,PUBLICO,MASC,GUANACASTE,130.0,162.5,30,No,0
179562,307.19,307.19,190483,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,292.5,325.0,26,No,0
57397,771.89,771.89,62681,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,390.0,422.5,48,No,0
111962,393.08,393.08,118254,2019,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,390.0,422.5,41,No,0
174433,40.11,40.11,185127,0,MB CREDITOS,Propia,Traslado de cuenta (Distribución),PRIVADO,MASC,CARTAGO,325.0,357.5,29,No,0
118517,2204.59,2204.59,125101,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,942.5,975.0,42,No,0
74693,6709.08,6709.08,80422,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,780.0,812.5,44,No,0
198254,590.54,590.54,209738,2020,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,GUANACASTE,292.5,325.0,36,No,0
102380,4407.11,4407.11,108543,2020,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,ALAJUELA,162.5,195.0,39,No,0
5812,2675.26,2675.26,6568,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,357.5,390.0,33,No,0
76500,573.62,573.62,82281,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,422.5,455.0,41,No,0
205814,702.33,702.33,217439,2020,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,65.0,97.5,39,No,0
40834,2215.39,2215.39,45462,2021,SCOTIABANK,Propia,Contacto sin Promesa,PUBLICO,MASC,SAN JOSE,3022.5,3055.0,50,No,0
211529,416.16,416.16,223353,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,HEREDIA,357.5,390.0,64,No,2013
118077,447.22,447.22,124625,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,292.5,325.0,35,No,0
57350,1047.45,1047.45,62632,2020,CITI,Propia,Contacto sin Promesa,PUBLICO,MASC,HEREDIA,487.5,520.0,65,No,0
68686,10099.18,10099.18,74311,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,260.0,292.5,70,No,0
79704,448.46,448.46,85566,2021,CITI,Propia,Contacto indirecto,PROPIO,FEM,SAN JOSE,325.0,357.5,55,No,0
171162,924.04,924.04,181627,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,CARTAGO,260.0,292.5,44,No,2014
162463,660.75,660.75,171941,2021,A-PROMERICA,Propia,Contacto indirecto,PROPIO,MASC,SAN JOSE,747.5,780.0,41,No,0
55519,8442.85,8442.85,60726,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,FEM,SAN JOSE,617.5,650.0,54,No,0
145957,585.0,585.0,153899,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,CARTAGO,325.0,357.5,46,No,0
165135,664.44,664.44,175024,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,HEREDIA,390.0,422.5,37,No,0
181095,580.34,580.34,192061,2020,CITI,Propia,Contacto indirecto,PRIVADO,MASC,GUANACASTE,422.5,455.0,34,No,0
88209,733.46,733.46,94178,2021,CREDIX,Propia,Contacto indirecto,PRIVADO,MASC,CARTAGO,357.5,390.0,42,No,0
207722,1013.21,1013.21,219389,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,FEM,CARTAGO,195.0,227.5,50,No,0
179733,414.23,414.23,190663,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,PUNTARENAS,292.5,325.0,52,No,2016
210325,1120.91,1120.91,222102,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,CARTAGO,260.0,292.5,40,No,0
80083,436.97,436.97,85957,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,357.5,390.0,37,No,0
26808,2493.31,2493.31,29808,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,910.0,942.5,60,No,0
152659,1400.83,1400.83,160727,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,390.0,422.5,33,No,0
74620,644.18,644.18,80346,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,780.0,812.5,52,No,0
16700,603.19,603.19,18382,2021,CITI,Propia,Contacto indirecto,PROPIO,FEM,SAN JOSE,292.5,325.0,33,No,0
140668,5973.76,5973.76,148486,2021,SCOTIABANK,Propia,Contacto sin Promesa,PROPIO,FEM,ALAJUELA,97.5,130.0,52,No,0
158447,77.11,77.11,167167,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,HEREDIA,97.5,130.0,43,No,2016
5500,2541.22,2541.22,6208,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,422.5,455.0,48,No,0
130817,600.11,600.11,138190,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,390.0,422.5,54,No,0
194948,202.55,202.55,206361,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,682.5,715.0,39,No,0
206787,17746.0,17746.0,218438,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,FEM,GUANACASTE,2762.5,2795.0,46,No,0
173178,336.3,336.3,183783,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,390.0,422.5,39,No,2013
133031,272.65,272.65,140532,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,390.0,422.5,38,No,0
30730,1316.35,1316.35,34344,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,292.5,325.0,43,No,0
17143,423.42,423.42,18867,0,CAPICREDIT,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,ALAJUELA,292.5,325.0,35,No,0
161120,2581.93,2581.93,170336,2021,A-PROMERICA,Propia,Contacto indirecto,PROPIO,MASC,HEREDIA,292.5,325.0,64,No,0
17692,6005.8,6005.8,19479,2021,DAVIVIENDA,Propia,Contacto sin Promesa,PRIVADO,MASC,LIMON,390.0,422.5,31,No,0
97124,1081.38,1081.38,103221,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,617.5,650.0,48,No,0
58054,3449.51,3449.51,63367,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,520.0,552.5,46,No,0
156984,2313.41,2313.41,165425,2021,CITI,Propia,Embargo aplicado,PRIVADO,MASC,HEREDIA,1072.5,1105.0,50,No,0
26959,847.25,847.25,29980,2020,CITI,Propia,Contacto indirecto,PRIVADO,FEM,HEREDIA,65.0,97.5,44,No,0
87203,1886.9,1886.9,93164,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,325.0,357.5,48,No,0
69337,1410.42,1410.42,74967,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,0.0,32.5,43,No,0
138249,987.36,987.36,145987,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,455.0,487.5,38,No,0
171992,532.69,338.39,182511,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,MASC,HEREDIA,325.0,357.5,42,No,2016
52543,1777.18,1777.18,57643,2021,B-HSBC,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,520.0,552.5,51,No,0
9717,2867.71,2867.71,10861,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,1072.5,1105.0,33,No,0
89527,558.26,558.26,95515,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,422.5,455.0,51,No,0
86780,132.54,132.54,92729,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,130.0,162.5,44,No,0
83461,510.4,510.4,89386,2021,SERVIVALORES,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,357.5,390.0,50,No,0
124041,10619.98,10619.98,131030,2020,A-PROMERICA,Propia,Embargo aplicado,PROPIO,MASC,SAN JOSE,195.0,227.5,64,No,0
222434,3162.82,3162.82,234684,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,CARTAGO,227.5,260.0,55,No,0
10781,427.47,427.47,11992,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,LIMON,162.5,195.0,42,No,0
65931,1053.52,895.14,71491,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,585.0,617.5,48,No,2013
44443,2613.52,2613.52,49238,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,1300.0,1332.5,48,No,0
70965,861.02,861.02,76612,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,455.0,487.5,51,No,0
222538,2142.84,2142.84,234791,2021,A-PROMERICA,Propia,Embargo enviado,PUBLICO,MASC,CARTAGO,422.5,455.0,53,No,0
174232,10094.9,10094.9,184911,2020,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,ALAJUELA,292.5,325.0,39,No,0
185580,1187.04,1187.04,196711,2021,LAFISE,Propia,Contacto sin Promesa,PUBLICO,FEM,GUANACASTE,487.5,520.0,63,No,0
125357,1242.28,1242.28,132428,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,130.0,162.5,26,No,0
144727,1110.03,1110.03,152642,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,390.0,422.5,31,No,0
85073,1377.24,1377.24,91010,2015,Legal,Propia,Traslado de cuenta (Distribución),PRIVADO,FEM,SAN JOSE,747.5,780.0,38,No,0
129372,6776.49,6776.49,136668,2021,SCOTIABANK,Propia,Contacto indirecto,PROPIO,MASC,ALAJUELA,487.5,520.0,58,No,0
53888,6731.9,6731.9,59039,2021,SCOTIABANK,Propia,Contacto sin Promesa,PUBLICO,MASC,SAN JOSE,1885.0,1917.5,45,No,0
16960,14211.9,14211.9,18669,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,650.0,682.5,71,No,0
29096,278.2,278.2,32449,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,FEM,ALAJUELA,292.5,325.0,54,No,0
67317,4454.98,4454.98,72911,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,MASC,LIMON,65.0,97.5,45,No,2019
79423,22423.82,22423.82,85277,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,552.5,585.0,42,No,0
217460,692.22,342.54,229481,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,FEM,HEREDIA,617.5,650.0,40,No,2014
4810,66.48,66.48,5426,2020,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,LIMON,227.5,260.0,53,No,0
107998,236.98,236.98,114201,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,260.0,292.5,39,No,0
114386,461.74,461.74,120760,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,877.5,910.0,37,No,0
6590,356.07,356.07,7462,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,LIMON,0.0,32.5,46,No,0
43829,1887.88,1887.88,48592,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,357.5,390.0,59,No,0
7864,690.79,690.79,8880,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,357.5,390.0,33,No,0
170564,1368.74,1368.74,180980,2021,CITI,Propia,Contacto indirecto,PROPIO,FEM,SAN JOSE,292.5,325.0,49,No,0
119921,1066.67,1066.67,126605,2021,CREDIX,Propia,Contacto indirecto,PRIVADO,FEM,HEREDIA,357.5,390.0,27,No,0
103487,353.5,274.63,109657,2021,CREDIX,Propia,Contacto sin Promesa,PUBLICO,MASC,SAN JOSE,1170.0,1202.5,30,No,2020
